artists,titles,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Private Pleasure,Into You,0.597,0.332,-14.436,0.0294,0.622,0.857,0.108,0.313,119.962,277920.0,5
Usher,Hard II Love,0.621,0.391,-7.731,0.0369,0.844,0.0,0.288,0.457,136.852,202933.0,1
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),0.859,0.681,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243,444333.0,0
Ohio Players,Love Rollercoaster,0.61,0.889,-6.566,0.0905,0.224,2.6e-05,0.0529,0.491,115.1,292533.0,6
Love Inc.,You're a Superstar - City of Love Club Mix,0.794,0.717,-10.507,0.0535,0.148,0.148,0.0946,0.461,135.005,347853.0,6
SLANDER,Love Again (feat. WAVZ),0.558,0.852,-4.733,0.332,0.0171,0.0,0.226,0.36,150.211,295947.0,2
Kina Grannis,Can't Help Falling In Love,0.444,0.143,-11.449,0.0302,0.925,6.92e-05,0.118,0.132,100.341,188355.0,1
Carrie Underwood,Like I'll Never Love You Again,0.487,0.536,-6.115,0.0268,0.494,8.19e-06,0.196,0.294,139.999,216093.0,1
Barbra Streisand,Tell Him (Duet with Barbra Streisand),0.261,0.38,-9.148,0.0491,0.623,0.0,0.105,0.0793,74.463,291160.0,1
Yelawolf,Outer Space,0.745,0.973,-3.375,0.16,0.0843,0.00572,0.331,0.429,117.03,241213.0,0
ILOVEMAKONNEN,Forever (feat. Santigold & 1st),0.61,0.525,-4.902,0.0485,0.377,0.0,0.265,0.196,144.355,280000.0,2
Justin Timberlake,Pusher Love Girl,0.485,0.441,-8.248,0.0775,0.466,0.000936,0.485,0.511,140.009,482360.0,3
CeCe Winans,Never Have to Be Alone,0.646,0.302,-8.825,0.0298,0.711,1.01e-05,0.166,0.402,118.009,227335.0,1
Dr. Shiver Candi Staton,You Got The Love (WYM151) - Official 2017 Remode,0.602,0.935,-5.089,0.228,0.00012,0.0713,0.219,0.282,129.981,181000.0,6
The Halluci Nation,Native Puppy Love,0.536,0.76,-7.075,0.202,0.02,0.00138,0.111,0.0792,130.012,223587.0,2
Art Felixx,High on Love (Lucas Estrada Remix),0.621,0.754,-4.772,0.0289,0.505,1.12e-05,0.1,0.26,114.964,198304.0,6
Rihanna,Fool In Love,0.44,0.685,-5.582,0.0473,0.045,4.07e-06,0.31,0.0433,111.835,255853.0,6
Modest Mouse,Bukowski,0.622,0.413,-9.975,0.0457,0.0839,0.00235,0.131,0.52,130.166,254667.0,6
Christof van der Ven,Love's Glory,0.422,0.364,-13.447,0.0306,0.697,0.0282,0.125,0.226,170.197,223813.0,1
Avicii,Waiting For Love - Marshmello Remix,0.598,0.8,-4.013,0.0362,0.00142,0.19,0.154,0.44,142.016,273803.0,6
Mystery Jets,Young Love (feat. Laura Marling),0.63,0.942,-5.186,0.0869,0.141,2.12e-06,0.0958,0.753,136.155,202293.0,4
Amy Winehouse,To Know Him Is To Love Him - Live,0.474,0.195,-8.801,0.0499,0.934,4.24e-05,0.0859,0.385,170.12,144080.0,1
Halestorm,Love Bites (So Do I),0.536,0.966,-2.037,0.137,0.00116,0.00531,0.173,0.379,125.008,192008.0,6
Girl's Day,Something,0.813,0.683,-3.813,0.0285,0.179,0.0,0.0748,0.668,107.95,200705.0,4
Sean Kingston,Dumb Love,0.758,0.646,-3.662,0.0724,0.356,0.0,0.473,0.876,128.031,186773.0,4
Derek Johnson,Glory Come Down,0.274,0.364,-9.659,0.0313,0.601,0.0,0.0868,0.192,127.572,343960.0,1
Borgeous,Young In Love,0.65,0.919,-6.403,0.0713,0.103,1.88e-06,0.184,0.497,103.006,238885.0,6
Sugarland,All I Want To Do,0.709,0.725,-4.999,0.0556,0.208,4.54e-05,0.158,0.759,97.046,213360.0,0
Wolf Alice,Silk,0.537,0.407,-9.657,0.0284,0.371,0.00704,0.144,0.208,86.009,243987.0,1
David Guetta,Who's That Chick ? (feat. Rihanna),0.675,0.601,-4.733,0.116,0.00372,0.0,0.0458,0.931,127.938,201040.0,4
Céline Dion,Somebody Loves Somebody,0.644,0.845,-5.013,0.0425,0.0323,0.0,0.126,0.387,104.96,220480.0,6
Elvis Presley,Can't Help Falling In Love - with The Royal Philharmonic Orchestra,0.0899,0.444,-9.748,0.0375,0.87,0.00548,0.192,0.136,67.232,198600.0,1
Night Lovell,Problems,0.737,0.579,-11.241,0.0564,0.663,0.0914,0.105,0.461,110.033,181102.0,1
Night Lovell,Forget About Me,0.697,0.893,-2.153,0.0459,0.111,0.000484,0.272,0.176,114.968,170396.0,6
Ilan Bluestone,Bigger Than Love - Edit,0.606,0.801,-6.318,0.0812,0.0148,0.00596,0.0466,0.267,130.037,245077.0,6
ARTY,Must Be The Love - Shogun Edit,0.53,0.883,-3.658,0.0972,0.0169,0.000105,0.0855,0.2,130.104,250702.0,6
Diana King,Shy Guy,0.714,0.825,-5.447,0.0751,0.0128,0.000569,0.049,0.751,94.074,258560.0,0
A Tribe Called Quest,Find a Way,0.773,0.581,-8.466,0.432,0.0352,0.0,0.485,0.711,94.093,203067.0,0
Air Supply,The One That You Love,0.396,0.479,-8.072,0.0268,0.728,9.51e-06,0.102,0.184,109.973,259000.0,1
Thomas David,Find My Love,0.57,0.625,-6.232,0.0278,0.0264,0.0,0.211,0.418,90.966,226680.0,6
Aretha Franklin,Freeway of Love - Single Mix,0.738,0.921,-4.908,0.124,0.33,2.09e-06,0.066,0.668,125.436,246693.0,0
Like A Storm,Love the Way You Hate Me,0.481,0.818,-4.95,0.0403,0.00162,0.000371,0.0841,0.098,160.012,289177.0,2
Father John Misty,Strange Encounter,0.3,0.801,-6.05,0.058,0.646,0.00521,0.235,0.299,183.933,259360.0,2
Father,Why Don't U,0.886,0.346,-13.281,0.0726,0.0345,0.249,0.11,0.122,120.026,228075.0,1
Tomppabeats,Beatiful Love,0.838,0.439,-12.109,0.0891,0.614,0.912,0.112,0.773,76.434,50196.0,5
Galantis,Love on Me - Ookay Remix,0.716,0.942,-2.761,0.207,0.0343,0.0101,0.74,0.415,123.982,227379.0,3
Tim McGraw,"I Like It, I Love It",0.643,0.961,-5.298,0.0315,0.0196,0.0,0.948,0.96,124.027,205707.0,3
LL COOL J,Hey Lover,0.707,0.421,-12.399,0.0743,0.35,0.0,0.112,0.557,88.1,284693.0,1
Michael Bublé,Crazy Little Thing Called Love,0.596,0.844,-4.319,0.0607,0.131,1.8e-06,0.173,0.872,155.05,189667.0,4
Becky Hill,Back to My Love,0.609,0.729,-5.344,0.0614,0.166,1.61e-06,0.106,0.348,76.316,235294.0,6
Father John Misty,I Went To The Store One Day,0.31,0.141,-17.136,0.0401,0.782,2.44e-05,0.115,0.237,147.577,266053.0,1
Irma Thomas,Anyone Who Knows What Love Is (Will Understand),0.389,0.29,-11.868,0.0393,0.406,3.97e-05,0.0758,0.158,185.007,181293.0,2
Loverboy,Working for the Weekend,0.515,0.766,-12.768,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000.0,4
AC/DC,Let Me Put My Love Into You,0.4,0.902,-4.385,0.0523,0.115,0.000116,0.139,0.632,105.659,255267.0,6
Céline Dion,The Power of Love - Radio Edit,0.534,0.512,-8.933,0.03,0.393,0.000442,0.252,0.22,140.068,286560.0,1
Carlene Carter,Every Little Thing,0.63,0.937,-4.839,0.0372,0.39,2.16e-06,0.103,0.834,148.826,194386.0,4
Father John Misty,The Ideal Husband,0.484,0.873,-4.094,0.0432,0.00185,2.65e-06,0.417,0.394,133.847,215373.0,6
Sebastian Kole,Love's On The Way,0.432,0.808,-3.868,0.0879,0.00323,0.0,0.359,0.354,92.712,259063.0,6
Selena Gomez,Same Old Love - Grey Remix,0.721,0.834,-4.616,0.169,0.0326,0.0,0.314,0.534,105.048,172787.0,0
Jona,"I'll Never Love This Way Again - From ""Barcelona - A Love Untold""",0.227,0.246,-10.684,0.0442,0.791,3.61e-06,0.164,0.16,66.14,269793.0,1
Night Riots,End of the World,0.548,0.93,-3.893,0.0452,0.000259,8.76e-06,0.727,0.525,142.014,227880.0,3
Antics,Your Love (feat. Fabian James),0.629,0.888,-4.765,0.0674,0.392,1.83e-05,0.237,0.181,134.982,256013.0,6
The Glitch Mob,Our Demons (feat. Aja Volkman),0.521,0.875,-5.79,0.0452,0.000775,0.0277,0.142,0.299,144.04,316312.0,2
James Reid,On the Wings of Love,0.52,0.353,-11.204,0.0284,0.576,0.000114,0.117,0.11,123.942,250032.0,1
Bronze Whale,Love To Feel ft Khai - Laetho Remix,0.656,0.553,-7.406,0.0317,0.0583,0.378,0.252,0.278,142.999,205755.0,6
John Coltrane,"A Love Supreme, Pt. I – Acknowledgement",0.37,0.586,-13.468,0.0581,0.485,1.96e-06,0.348,0.519,121.573,462867.0,1
Popcaan,Mad Me - Love Edition,0.599,0.656,-5.409,0.248,0.0965,0.0,0.0392,0.553,85.941,209345.0,0
Darlene Love,Christmas (Baby Please Come Home),0.325,0.759,-7.146,0.053,0.395,0.000362,0.0773,0.36,126.627,166453.0,2
Jill Andrews,I'm so in Love with You (feat. Seth Avett),0.527,0.15,-10.357,0.0302,0.876,0.0,0.125,0.269,93.048,226968.0,1
Massari,Real Love,0.385,0.555,-7.44,0.21,0.492,2.67e-05,0.101,0.453,78.734,275587.0,1
Gladys Knight & The Pips,Midnight Train to Georgia,0.583,0.454,-8.996,0.0412,0.234,1.6e-05,0.0808,0.501,91.714,277573.0,6
Axwell /\ Ingrosso,We Come We Rave We Love,0.686,0.954,-3.917,0.0636,0.0199,0.866,0.0676,0.636,125.018,337920.0,5
Seeb,What Do You Love - Zac Samuel Remix,0.637,0.958,-4.697,0.0593,0.0308,1.25e-05,0.335,0.612,118.033,183547.0,4
SiR,Love You,0.502,0.455,-14.587,0.549,0.718,0.00135,0.225,0.323,72.295,186000.0,0
EXO,약속 EXO 2014,0.56,0.73,-5.122,0.0804,0.264,0.0,0.383,0.428,111.014,286672.0,6
Cass McCombs,Bum Bum Bum,0.509,0.508,-11.33,0.0319,0.74,0.305,0.0979,0.366,79.923,299671.0,1
TRACES,Share Your Love,0.453,0.573,-7.281,0.0948,0.14,0.0,0.171,0.167,138.802,269508.0,2
Chris Tomlin,Jesus Loves Me,0.371,0.613,-3.788,0.0309,0.0779,0.0,0.135,0.311,81.838,211507.0,6
MAJOR.,Why I Love You,0.363,0.214,-10.348,0.0332,0.683,0.0,0.122,0.21,80.354,235907.0,1
Courage My Love,Animal Heart,0.424,0.893,-5.186,0.103,6.26e-05,0.0566,0.346,0.212,145.141,199253.0,2
Al Jarreau,We're in This Love Together,0.63,0.539,-7.673,0.039,0.582,9.18e-05,0.639,0.563,158.724,225187.0,3
Flying Pop's,Love the DJ,0.694,0.623,-10.953,0.0319,0.421,0.013,0.106,0.44,100.002,270293.0,6
Manel Navarro,Do It for Your Lover - Eurovision 2017,0.656,0.768,-4.117,0.0512,0.0133,4.94e-06,0.106,0.881,169.94,182282.0,4
Belly,It’s All Love,0.538,0.788,-5.272,0.318,0.582,0.00106,0.109,0.323,150.352,233360.0,2
A Great Big World,I Don't Wanna Love Somebody Else,0.495,0.22,-11.16,0.0355,0.847,1.4e-06,0.0957,0.345,126.618,163960.0,1
Newsboys,Guilty,0.552,0.902,-4.561,0.0407,0.00554,0.0,0.18,0.388,132.016,219400.0,6
Lawson,Where My Love Goes,0.566,0.781,-4.316,0.0411,0.0397,0.0,0.398,0.391,160.076,220963.0,2
Wilderado,Already Loved,0.508,0.577,-7.506,0.0449,0.00548,0.00135,0.119,0.432,149.799,206520.0,2
DJ Rebel,Let Me Love You,0.621,0.912,-2.444,0.036,0.148,2.38e-05,0.149,0.717,102.008,212227.0,4
Ruth Cameron,A Sunday Kind Of Love,0.537,0.178,-12.223,0.0464,0.94,8.83e-05,0.115,0.299,125.649,292973.0,1
Dr. Alban,It's My Life,0.655,0.933,-7.703,0.0536,0.00332,0.0365,0.0983,0.472,128.701,239933.0,6
Bif Naked,I Love Myself Today,0.547,0.909,-4.31,0.069,0.00588,0.0,0.255,0.65,119.835,209817.0,4
Hercules & Love Affair,Blind - Radio Edit,0.716,0.914,-6.907,0.0341,0.00542,0.000218,0.0504,0.69,118.579,345560.0,4
Major Galore,Love Come Down (feat. Konshens),0.722,0.716,-5.413,0.117,0.497,6.2e-05,0.136,0.703,93.415,195320.0,0
Yelawolf,Sky’s The Limit,0.743,0.83,-3.957,0.228,0.238,0.0,0.327,0.512,80.014,268773.0,0
Justin Bieber,Runaway Love,0.754,0.65,-6.046,0.0316,0.0833,0.0,0.177,0.924,104.023,212573.0,4
Blue,One Love,0.683,0.722,-4.039,0.0358,0.0243,4.2e-05,0.35,0.854,95.012,207187.0,4
Marc Broussard,Love And Happiness,0.884,0.469,-9.852,0.0372,0.0269,0.00111,0.073,0.897,94.345,278147.0,0
2Pac,Unconditional Love,0.663,0.631,-9.275,0.34,0.437,6.57e-06,0.113,0.683,82.658,238320.0,0
Metric,Stadium Love,0.407,0.971,-3.54,0.105,0.0245,3.06e-06,0.355,0.0754,124.503,253693.0,2
The Vamps,Rest Your Love,0.69,0.77,-6.149,0.0324,0.012,0.0,0.56,0.927,136.981,196369.0,3
Amason,I Want to Know What Love Is,0.268,0.56,-6.734,0.0471,0.521,0.207,0.0782,0.334,178.766,246999.0,2
John Legend,Made to Love,0.607,0.639,-6.099,0.0285,0.0348,0.00785,0.0927,0.359,107.006,240347.0,6
Boy & Bear,Limit of Love,0.729,0.643,-8.105,0.0306,0.146,2.43e-06,0.0989,0.902,114.319,211755.0,4
Michael Bublé,Haven't Met You Yet,0.615,0.733,-4.808,0.0335,0.152,0.0,0.109,0.796,122.58,244587.0,4
Erin Boheme,Let’s Make The Most Of A Beautiful Thing,0.314,0.195,-12.076,0.0316,0.929,0.00146,0.151,0.104,112.331,279347.0,1
Lykke Li,"Hold On, We're Going Home - Live [Live]",0.234,0.398,-10.948,0.0317,0.672,0.00474,0.171,0.219,138.493,304398.0,1
Chris Botti,Are You Lonesome Tonight? (feat. Paul Buchanan),0.346,0.051,-17.526,0.037,0.927,0.00013,0.111,0.128,111.321,240120.0,7
gnash,"i hate u, i love u (feat. olivia o'brien) - Oscar's Remix",0.624,0.536,-7.246,0.0325,0.145,0.0,0.0906,0.336,92.009,202174.0,6
GrandBuda,Imaginary Lovers,0.678,0.386,-13.973,0.224,0.603,3.09e-05,0.218,0.535,96.929,197938.0,0
Destructo,4 Real,0.806,0.695,-6.22,0.0452,0.0139,4.14e-05,0.105,0.73,128.019,239491.0,4
Enrique Iglesias,I'm A Freak,0.707,0.816,-3.312,0.0565,0.0421,0.0,0.114,0.776,127.954,219013.0,4
Daya,Love of My Life,0.794,0.666,-4.236,0.0397,0.186,0.000287,0.267,0.589,123.008,191782.0,4
Plan B,Candy,0.897,0.867,-3.733,0.109,0.245,0.0,0.529,0.594,96.003,207500.0,0
Tegan and Sara,Dying to Know,0.696,0.839,-6.338,0.0726,0.0142,1.07e-05,0.135,0.669,94.011,217373.0,6
John Legend,You & I (Nobody in the World),0.456,0.342,-8.162,0.0283,0.129,0.0,0.124,0.224,84.088,252653.0,1
Eric Paslay,Here Comes Love,0.577,0.837,-5.978,0.0364,0.0155,0.000236,0.235,0.566,108.027,185773.0,6
OneRepublic,Everybody Loves Me,0.574,0.899,-5.75,0.0846,0.0507,0.0,0.0902,0.679,170.097,218973.0,4
Michael Bublé,Who's Lovin' You,0.534,0.559,-5.22,0.0358,0.567,0.0,0.111,0.746,69.878,176040.0,6
Courage My Love,Love Hurts,0.5,0.878,-4.48,0.0827,0.000891,7.05e-05,0.274,0.423,124.893,195027.0,6
Kevin Gates,Makin Love,0.678,0.796,-5.599,0.41,0.313,0.0,0.816,0.801,134.858,219671.0,3
Nathan Reich,Chandelier Love,0.433,0.324,-10.831,0.0298,0.814,0.372,0.31,0.298,111.549,263880.0,1
Koriass,Love suprême,0.61,0.625,-7.79,0.264,0.0407,0.0,0.0839,0.271,76.867,303373.0,0
Yelawolf,Change,0.656,0.908,-4.4,0.202,0.127,3.31e-06,0.227,0.256,89.983,192373.0,6
Gavin Mikhail,Skinny Love,0.479,0.305,-9.328,0.0509,0.914,0.0,0.148,0.0953,140.086,238505.0,1
Little Mix,I Love You,0.672,0.564,-5.818,0.0312,0.0983,0.0,0.115,0.379,99.98,249427.0,6
WiDE AWAKE,Young God (feat. Lovelle),0.494,0.579,-6.119,0.035,0.0113,3.87e-05,0.151,0.383,149.964,229277.0,2
Counting Crows,Accidentally In Love,0.554,0.927,-3.641,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,188613.0,4
Gwen Stefani,Luxurious,0.813,0.724,-3.987,0.0738,0.133,0.0,0.114,0.688,131.05,264920.0,4
Imaginary Future,I Knew This Would Be Love,0.643,0.117,-13.048,0.0355,0.958,0.000342,0.108,0.501,120.611,210202.0,1
Holley Maher,That's What Makes This House a Home,0.678,0.361,-11.507,0.0397,0.528,8.39e-05,0.113,0.661,80.781,143455.0,1
Sarah Geronimo,Very Special Love,0.639,0.622,-5.72,0.0268,0.449,0.0,0.259,0.347,100.882,242533.0,6
will.i.am,This Is Love,0.535,0.796,-3.446,0.0445,0.00473,0.0,0.145,0.282,128.954,279027.0,6
Michael Learns To Rock,Paint My Love - 2002 Remaster,0.571,0.622,-4.447,0.0245,0.0186,3.53e-06,0.119,0.231,142.05,229960.0,6
John Legend,Can't Be My Lover (feat. Buju Banton) - Curtis Lynch Remix,0.622,0.651,-3.861,0.238,0.0125,0.0,0.301,0.743,79.971,232413.0,0
Eva Simons,Escape From Love - T-Mass Remix,0.61,0.904,-3.28,0.0884,0.00273,1.98e-05,0.333,0.545,120.038,172369.0,6
Love and Rockets,So Alive,0.7,0.569,-13.991,0.0298,0.00545,0.208,0.147,0.924,118.829,257827.0,4
X Ambassadors,Loveless,0.327,0.869,-4.37,0.24,0.000894,0.000112,0.112,0.394,142.996,199240.0,2
Beyoncé,Listen,0.445,0.642,-3.869,0.048,0.417,0.0,0.115,0.171,122.48,221547.0,6
Kristin Chenoweth,Let’s Fall In Love,0.539,0.389,-9.146,0.0361,0.778,3.28e-05,0.149,0.431,118.034,189360.0,1
Bob Marley & The Wailers,"Is This Love - Live At The Pavillon De Paris, 1977",0.574,0.765,-7.153,0.0593,0.00408,0.029,0.965,0.565,137.241,447573.0,3
Bethel Music,I Need You More,0.446,0.467,-6.684,0.0306,0.00572,0.0,0.111,0.184,130.08,541213.0,2
Mick Jenkins,Spread Love,0.428,0.438,-11.046,0.452,0.313,0.0,0.162,0.216,61.675,233015.0,0
Justin Love,Stress No More,0.693,0.291,-12.822,0.0793,0.0913,0.0,0.0864,0.722,97.041,150309.0,0
Papa Roach,Scars - Acoustic Version,0.583,0.412,-9.124,0.0316,0.319,0.0,0.158,0.514,86.018,190800.0,1
Tim McGraw,"I Like It, I Love It",0.643,0.961,-5.298,0.0315,0.0196,0.0,0.948,0.96,124.027,205707.0,3
The Pogues,Love You 'Till the End,0.554,0.396,-13.366,0.0294,0.0113,0.00259,0.112,0.391,138.191,272106.0,1
DaJohn,Fake Love (Remix),0.823,0.524,-10.439,0.26,0.0481,0.0,0.0867,0.774,134.824,213736.0,0
We Love Disney Artists,It's A Small World,0.408,0.437,-6.632,0.0466,0.524,0.0,0.255,0.487,118.965,183787.0,1
Ariana DeBoo,My Love 4 U,0.525,0.233,-9.597,0.0601,0.706,0.000174,0.109,0.201,129.208,246095.0,1
Ice Cube,The Nigga Ya Love To Hate,0.857,0.721,-12.702,0.341,0.118,0.0,0.178,0.594,109.806,193200.0,0
Edward Maya,Stereo Love - Original,0.781,0.787,-5.358,0.0383,0.0392,0.0127,0.0745,0.341,127.038,248667.0,6
Vance Joy,Riptide,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,6
City and Colour,Body In A Box,0.468,0.469,-7.565,0.0269,0.349,3.98e-05,0.057,0.319,132.845,252160.0,1
Trey Songz,Jupiter Love,0.478,0.483,-8.985,0.0842,0.233,0.0,0.16,0.351,105.7,274027.0,6
Mother Mother,Modern Love,0.584,0.833,-4.894,0.0405,0.00068,5.39e-06,0.329,0.49,131.023,191347.0,6
Alex Vargas,Higher Love,0.503,0.551,-7.235,0.039,0.511,2.54e-06,0.128,0.248,113.097,216757.0,1
Fruit Bats,When U Love Somebody,0.723,0.763,-6.366,0.0262,0.122,0.00543,0.343,0.586,120.962,271160.0,6
Céline Dion,To Love You More - Radio Edit,0.496,0.596,-6.629,0.0299,0.251,0.0,0.219,0.156,120.009,279360.0,6
City and Colour,What Makes A Man?,0.431,0.303,-9.659,0.0286,0.921,0.051,0.141,0.24,136.139,206360.0,1
Addal,Morning In Love - Kiso Remix,0.775,0.48,-8.268,0.0363,0.232,0.0339,0.158,0.204,120.038,177000.0,6
Nick Martin,Looking For Love,0.621,0.893,-4.146,0.0431,0.0105,0.000115,0.0994,0.459,105.005,214270.0,6
Boyzone,Love Me For A Reason,0.433,0.803,-7.508,0.0578,0.0602,0.0,0.317,0.627,156.128,219347.0,2
Shinedown,How Did You Love - Nikö Blank Remix,0.675,0.785,-7.05,0.0614,0.000724,2.31e-05,0.184,0.368,100.133,195762.0,6
for KING & COUNTRY,O God Forgive Us,0.261,0.142,-10.961,0.0448,0.726,0.000102,0.0848,0.146,73.451,349674.0,1
Hillsong Worship,Love On The Line - Live,0.235,0.496,-6.543,0.0308,0.101,0.0,0.362,0.0741,171.941,296680.0,2
Kings of Leon,I Love You All the Time (Play It Forward Campaign),0.631,0.859,-4.418,0.0317,0.107,0.0114,0.143,0.452,123.336,259194.0,6
Sigala,Give Me Your Love (feat. Nile Rodgers) - Cedric Gervais Remix,0.641,0.901,-5.005,0.0505,0.00806,0.00655,0.0767,0.388,125.974,292667.0,6
Toyboy & Robin,Can't Love Me (feat. Finnli),0.748,0.779,-7.722,0.0404,0.0236,0.0672,0.0864,0.319,124.028,230323.0,6
AlunaGeorge,"Your Drums, Your Love",0.64,0.694,-5.533,0.0649,0.118,0.00172,0.121,0.479,90.045,219240.0,6
Hillary Scott & The Scott Family,Untitled Hymn (Come To Jesus),0.329,0.253,-9.842,0.0298,0.906,3.67e-06,0.11,0.211,135.97,237867.0,1
Us The Duo,What Is Love,0.685,0.212,-8.491,0.0395,0.81,0.0,0.201,0.323,114.967,201311.0,1
Austin Mahone,Love at Night (feat. Juicy J),0.394,0.672,-6.654,0.0789,0.498,0.0,0.699,0.693,127.796,186933.0,3
Ne-Yo,Lazy Love,0.41,0.591,-8.089,0.0978,0.218,0.0,0.0895,0.215,129.425,196493.0,2
Thirty Seconds To Mars,City Of Angels,0.575,0.795,-6.149,0.0357,0.0787,2.62e-05,0.086,0.149,105.015,302040.0,6
Bobby Caldwell,What You Won't Do For Love,0.621,0.614,-9.318,0.075,0.587,0.0015,0.284,0.791,84.012,285587.0,0
Aerosmith,Love In An Elevator,0.429,0.971,-3.568,0.0738,0.0223,0.00106,0.365,0.559,93.724,322227.0,6
Wale,LoveHate Thing (feat. Sam Dew),0.736,0.691,-6.118,0.169,0.0771,0.0,0.0422,0.18,99.954,267400.0,6
Avicii,Waiting For Love - Carnage & Headhunterz Remix,0.724,0.884,-3.518,0.0792,0.00509,0.000333,0.222,0.414,127.976,292500.0,6
Commodores,Three Times A Lady,0.39,0.0803,-20.518,0.0306,0.874,0.000639,0.127,0.184,150.503,217427.0,7
Amir Obe,Took You Seriously,0.731,0.338,-11.774,0.102,0.186,7.33e-05,0.115,0.0607,128.045,136934.0,1
The Temper Trap,Love Lost,0.548,0.589,-7.35,0.0377,0.0323,0.33,0.107,0.363,122.562,218267.0,6
James Blake,Love Me In Whatever Way,0.318,0.482,-11.677,0.108,0.861,0.00452,0.185,0.236,123.489,303463.0,1
Elvis Presley,Burning Love,0.668,0.722,-11.641,0.0283,0.121,0.00662,0.345,0.969,143.547,169680.0,4
Alex Clare,Addicted To Love,0.618,0.542,-8.913,0.0562,0.124,0.000118,0.128,0.436,112.998,264854.0,6
Kav Verhouzer,Shot My Love Down (feat. MODD),0.796,0.696,-4.912,0.0361,0.0196,5.85e-05,0.304,0.811,121.953,191757.0,4
Avant,Makin' Good Love,0.794,0.634,-3.819,0.0381,0.245,0.0,0.2,0.736,142.254,271387.0,4
The Neighbourhood,No Grey,0.83,0.828,-5.562,0.0494,0.0509,0.00824,0.331,0.665,89.905,206960.0,0
Lady A,Long Stretch Of Love,0.534,0.937,-2.267,0.0504,0.0796,0.0,0.0476,0.484,102.161,171747.0,6
Chidinma,Fall In Love,0.786,0.883,-2.566,0.0645,0.0697,0.0,0.0979,0.811,112.02,225000.0,4
Slash,Anastasia,0.441,0.94,-5.443,0.0421,0.000652,0.00129,0.117,0.433,100.44,367267.0,6
The Notorious B.I.G.,I Love The Dough (feat. Jay-Z & Angela Winbush) - 2014 Remaster,0.774,0.776,-5.331,0.304,0.178,0.0,0.283,0.654,99.071,311533.0,0
Selena Gomez,Same Old Love - Borgore Remix,0.778,0.919,-2.233,0.113,0.126,0.0,0.153,0.489,110.103,256933.0,6
John Powell,P.S. I Love You,0.462,0.0294,-28.156,0.0481,0.996,0.939,0.0851,0.388,79.459,83293.0,7
George Michael,I Can't Make You Love Me - Studio Version,0.566,0.18,-13.372,0.0326,0.714,1.77e-06,0.0976,0.134,115.735,320600.0,1
Joy Division,Love Will Tear Us Apart - 2010 Remaster,0.525,0.902,-8.662,0.0368,0.000989,0.691,0.137,0.907,146.83,204621.0,5
Anthony Hamilton,Best of Me,0.742,0.728,-6.626,0.0315,0.00962,3.73e-05,0.134,0.697,96.01,226373.0,6
Night Lovell,Dead Lovell ft. Fifty Grand,0.642,0.207,-19.278,0.0541,0.685,9.23e-06,0.108,0.0707,90.013,192026.0,1
Reflekt,Need To Feel Loved - Adam K & Soha Vocal Mix,0.731,0.818,-6.671,0.0479,0.0094,0.378,0.202,0.349,128.04,396643.0,5
Brian Puspos,You Know What You Did,0.716,0.52,-6.072,0.173,0.0975,5.38e-06,0.0514,0.448,114.103,239929.0,0
The Marcels,Blue Moon - 45 Version,0.617,0.444,-10.133,0.0371,0.698,0.0,0.0999,0.913,127.699,133453.0,1
Jakob,All Your Love,0.568,0.587,-8.814,0.127,0.293,0.329,0.137,0.491,174.682,175241.0,2
Elvis Presley,Love Me Tender - with The Royal Philharmonic Orchestra,0.239,0.149,-13.131,0.0326,0.89,0.0271,0.116,0.105,103.667,205227.0,1
Laza,What Is Love - Remix,0.723,0.48,-12.277,0.16,0.131,0.00171,0.203,0.696,99.965,173400.0,0
The-Dream,My Love,0.369,0.639,-4.839,0.0341,0.418,0.0,0.141,0.345,81.053,204613.0,6
In Love With a Ghost,Flowers,0.641,0.24,-19.107,0.047,0.979,0.866,0.234,0.32,99.02,252121.0,7
Tiësto,Your Love,0.6,0.95,-2.846,0.0518,0.0131,0.00986,0.132,0.114,128.058,195000.0,6
Shaggy,That Love - Tropixx Remix,0.794,0.692,-6.082,0.106,0.118,8.6e-06,0.0924,0.514,99.986,253434.0,0
Red Garland,Almost Like Being In Love,0.561,0.346,-12.596,0.0409,0.873,0.399,0.104,0.697,93.689,290293.0,1
Borgeous,Lovestruck - Radio Edit,0.632,0.913,-6.721,0.0421,0.00156,0.784,0.407,0.164,127.985,201130.0,5
Jamiroquai,Love Foolosophy - Radio Edit,0.799,0.69,-4.998,0.0749,0.0119,2.87e-05,0.133,0.896,129.297,224493.0,4
Night Lovell,Yen,0.645,0.2,-17.286,0.218,0.299,0.00564,0.102,0.42,90.026,224000.0,1
311,Love Song,0.625,0.686,-8.337,0.0309,0.0154,0.0499,0.0932,0.556,139.817,211693.0,4
Elle King,I Told You I Was Mean,0.547,0.695,-4.542,0.0644,0.0288,0.000102,0.124,0.611,176.105,270587.0,2
